"issn","name","main.url","type","ind.url"
"2322-1704","SJournals","http://sjournals.com/","publisher","http://www.sjournals.com/index.php/SJAs/index"
"2325-4076","American Journal of Research Communication","http://www.usa-journals.com/","ind_journal","http://www.usa-journals.com/"
"2330-7803","Smart Science & Technology","http://www.smartscitech.com/","publisher","http://www.journals.smartscitech.com/"
"2333-1119","Science and Education","http://www.sciepub.com/portal/Home","publisher","http://www.sciepub.com/portal/journalbysubject"
"2348-0386","International Journal of Economics, Commerce and Management","http://ijecm.co.uk/","ind_journal","http://ijecm.co.uk/"
"0000-0002","International Journal of College & University","http://ijcu.us/","publisher","http://ijcu.us/online/journal/index.php/ijllc/about/editorialTeam"
"0148-0731","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0742-4787","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0963-0252","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0975-5896","International Journal of Engineering Maths and Computer Science","http://ijemcs.in/index.php/ijemcs","ind_journal","http://ijemcs.in/index.php/ijemcs/article/view/27"
"1043-7398","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1204-5357","Journal of Internet Banking and Commerce","http://www.icommercecentral.com/","ind_journal","http://www.icommercecentral.com/"
"1312-7594","Hikari Ltd.","http://www.m-hikari.com/","publisher","http://www.m-hikari.com/imf.html"
"1550-7521","Global Media Journal","http://www.globalmediajournal.com/","ind_journal","http://www.globalmediajournal.com/"
"1715-9997","Canadian Journal of Pure and Applied Sciences","http://www.cjpas.net/","ind_journal","http://www.cjpas.net/"
"1796-2056","Advanced Science and Engineering Technology Institute","http://www.asetrc.org/","publisher","http://www.asetrc.org/index.aspx?menuid=37&language=en"
"1874-2823","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/browse-by-title/A/1/"
"1874-3366","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-3870","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-4508","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-8481","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1875-4139","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1927-646X","BioPublisher","http://biopublisher.ca/","publisher","http://biopublisher.ca/index.php/jmr/article/view/3093"
"2010-3654","International Academy Publishing","http://www.iap.org/","publisher","http://www.iap.org/index.php?m=content&c=index&a=lists&catid=12"
"2162-2183","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=3"
"2163-2618","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=107"
"2164-2648","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=7"
"2169-2475","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=4"
"2221-1004","American International Journal of Contemporary Research","http://aijcrnet.com/","ind_journal","http://www.aijcrnet.com/index.php/journals-link"
"2227-5053","Science Publishing Corporation","http://www.sciencepubco.com/","publisher","https://www.sciencepubco.com/"
"2231-0843","ScienceDomain International","http://www.sciencedomain.org/","publisher","http://www.sciencedomain.org/abstract/19249"
"2231-4490","International Journal of Plant, Animal and Environmental Sciences","http://www.ijpaes.com/","ind_journal","http://www.ijpaes.com/"
"2277-8616","International Journal of Scientific & Technology Research","http://www.ijstr.org/","ind_journal","http://www.ijstr.org/"
"2278-0181","International Journal of Computer Engineering in Research Trends","http://ijcert.org/","ind_journal","http://ijcert.org/Current_Issues.php?year=2016&&type=0"
"2308-8044","Synergy Publishers","http://www.synergypublishers.com/","publisher","http://www.synergypublishers.com/journal-of-modern-medicinal-chemistry/"
"2331-4737","Oncoscience ","http://www.impactjournals.com/oncoscience/index.php","ind_journal","http://www.impactjournals.com/oncoscience/index.php"
"0733-9402","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0972-0626","e-journal","http://worldresearchjournals.com/","publisher","https://worldresearchjournals.com/"
"0975-556X","CESER Publications","http://www.ceser.in/","publisher","http://www.ceser.in/ceserp/index.php?journal=ijts&page=about&op=index"
"0976-6510","International Association for Engineering and Management Education","http://www.iaeme.com/about.asp","publisher","http://www.iaeme.com/internationaljournals.asp"
"1062-6050","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/FULLTEXT/TOSSJ-10-17"
"1178-1181","International Journal of Computer Engineering in Research Trends","http://ijcert.org/","ind_journal","http://ijcert.org/Archives.php"
"1469-7610","International Journal of Pediatrics","http://ijp.mums.ac.ir/","ind_journal","http://www.icmje.org/journals-following-the-icmje-recommendations/"
"1472-1465","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1475-0708","Open Access Journals","http://www.openaccessjournals.com/","publisher","http://www.openaccessjournals.com/journals/clinical-practice.html"
"1798-0461","Engineering and Technology Publishing","http://etpub.com/","publisher","http://www.etpub.com/index.php?m=content&c=index&a=lists&catid=12"
"1874-3250","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/ABSTRACT/TOORTHJ-11-452"
"1874-3722","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/ABSTRACT/TODJ-11-22"
"1874-4346","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/ABSTRACT/TONURSJ-11-54"
"1874-4370","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1975-9320","Convergence Information Society","http://www.globalcis.org/eng/","publisher","http://www.globalcis.org/eng/publications.html"
"2042-7158","Photon Foundation","https://sites.google.com/site/photonfoundationorganization/","publisher","https://sites.google.com/site/photonfoundationorganization/international-journal-of-pharmacy"
"2050-0866","Herbert Open Access Journals","http://www.hoajonline.com/","publisher","http://www.hoajonline.com/jdrcm/2050-0866/1/4"
"2053-5775","Herbert Open Access Journals","http://www.hoajonline.com/","publisher","http://www.hoajonline.com/oralbioldent"
"2160-8830","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=8"
"2163-2847","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=103"
"2164-0386","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=9"
"2165-6258","UniversityPublications.net","http://www.universitypublications.net/index.html","publisher","http://www.universitypublications.net/index.html"
"2165-901X","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=112"
"2223-3660","AME Publishing Company","http://www.amepc.org/","publisher","http://www.amepc.org/"
"2229-6441","Society for Science and Nature","http://scienceandnature.org/index.php","publisher","http://scienceandnature.org/Impact_Factor.php"
"2251-127X","Prime Journals","http://www.primejournal.org/index.html","publisher","http://www.primejournal.org/journals.html"
"2319-7323","International Journal of Computer Science Engineering","http://www.ijcse.net/index.php","ind_journal","http://www.ijcse.net/index.php"
"2320-8694","Journal of Experimental Biology and Agricultural Sciences","http://www.jebas.org/","ind_journal","http://www.jebas.org/"
"2322-1879","SJournals","http://sjournals.com/","publisher","http://sjournals.com/index.php/SJVA/index"
"2327-6126","Science and Education","http://www.sciepub.com/portal/Home","publisher","http://www.sciepub.com/portal/journalbysubject"
"2376-0060","MedCrave","http://medcraveonline.com/","publisher","http://medcraveonline.com/journals"
"0019-5839","Informatics Journals","http://www.informaticsjournals.com/","publisher","http://www.informaticsjournals.com/index.php/jims"
"0144-1647","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0950-0782","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0970-7077","Asian Journal of Chemistry","http://www.asianjournalofchemistry.co.in/Home.aspx","ind_journal","http://www.asianjournalofchemistry.co.in/Home.aspx"
"0972-9976","CESER Publications","http://www.ceser.in/","publisher","http://www.ceser.in/ceserp/index.php?journal=ijts&page=about&op=index"
"1365-2141","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1440-1681","International Journal of Pediatrics","http://ijp.mums.ac.ir/","ind_journal","http://www.icmje.org/journals-following-the-icmje-recommendations/"
"1554-0200","Marsland Press","http://www.sciencepub.net/","publisher","http://www.sciencepub.net/newyork/"
"1554-5466","International Academy of Business & Economics","http://www.iabe.org/","publisher","http://www.iabe.org/domains/iabeX/mission.aspx"
"1727-7051","Business Perspectives","http://businessperspectives.org/","publisher","https://businessperspectives.org/journals/problems-and-perspectives-in-management?category_id=30"
"1796-203X","Journal of Computers","http://www.jcomputers.us/","ind_journal","http://www.jcomputers.us/"
"1819-6608","ARPN Journals","http://arpnjournals.com/","publisher","http://www.arpnjournals.com/jeas/index.htm"
"1874-1045","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/FULLTEXT/TOMCJ-11-38"
"1874-1207","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/FULLTEXT/TOBEJ-11-49"
"1874-2882","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/ABSTRACT/TONUTRJ-11-27"
"1875-0419","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1876-5254","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1876-5289","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1944-6934","UniversityPublications.net","http://www.universitypublications.net/index.html","publisher","http://www.universitypublications.net/index.html"
"1991-8631","Informatics Journals","http://www.informaticsjournals.com/","publisher","http://www.ifgdg.org/index.php?option=com_content&view=category&id=159&Itemid=435"
"2010-3689","International Journal of Information and Education Technology","http://www.ijiet.org/","ind_journal","http://www.ijiet.org/"
"2076-7366","Academic Research Publishing Agency","http://www.arpapress.com/","publisher","http://www.arpapress.com/"
"2141-7474","e3Journals","http://www.e3journals.org/index.php","publisher","http://www.e3journals.org/abstracts.php?artID=528&jid=3"
"2150-4075","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=2"
"2150-4083","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=2"
"2152-7261","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=2"
"2155-7993","International Journal for Innovation Education and Research","http://www.ijier.net/","ind_journal","http://www.ijier.net/index.php/ijier/article/view/674"
"2162-8424","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=110"
"2162-8467","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=115"
"2162-9382","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=110"
"2164-2540","International Journal of Business and Social Research","http://thejournalofbusiness.org/index.php/site","ind_journal","http://thejournalofbusiness.org/index.php/site"
"2168-1597","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=7"
"2168-5010","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=113"
"2168-5215","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=111"
"2223-3806","Lifescience Global","http://www.lifescienceglobal.com/","publisher","http://www.lifescienceglobal.com/independent-journals/journal-of-pharmacy-and-nutrition-sciences"
"2225-7217","ARPN Journal of Science and Technology","http://ejournalofscience.org/","ind_journal","http://ejournalofscience.org/"
"2229-5518","International Journal of Computer Engineering in Research Trends","http://ijcert.org/","ind_journal","http://ijcert.org/Current_Issues.php?year=2016&&type=0"
"2250-2378","Trans Stellar","http://www.tjprc.org/index.php","publisher","http://www.tjprc.org/index.php"
"2276-6340","Science Journal Publication","http://www.sjpub.org/","publisher","http://www.sjpub.org/journals.html"
"2278-800X","International Journal of Engineering Research and Development","http://www.ijerd.com/","ind_journal","http://www.ijerd.com/"
"2311-6188","Sci-Afric Publishers","http://www.sci-africpublishers.org","publisher","http://www.sci-africpublishers.org"
"2321-0893","Asian Online Journals","http://www.ajouronline.com/","publisher","http://www.ajouronline.com/index.php/AJAS"
"2325-4149","American International Journal of Contemporary Research","http://aijcrnet.com/","ind_journal","http://www.aijcrnet.com/index.php/journals-link"
"2325-9590","SciTechnol","http://scitechnol.com/","publisher","https://www.scitechnol.com/peer-review/the-impact-of-some-trace-elements-deficiency-and-internal-parasites-interrelationship-as-predisposing-factors-for-foreign-bodies-f-kMUJ.php?article_id=6089"
"2333-4495","Science and Education","http://www.sciepub.com/portal/Home","publisher","http://www.sciepub.com/portal/journalbysubject"
"2345-4385","Global Journal of Animal Scientific Research","http://www.gjasr.com","ind_journal","http://www.gjasr.com/index.php/GJASR"
"2350-1588","Journal Issues","http://www.journalissues.org/index.php","publisher","https://journalissues.org/"
"0013-0079","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0189-6016","African Journal of Traditional, Complementary and Alternative Medicines","http://journals.sfu.ca/africanem/index.php/ajtcam/index","ind_journal","http://journals.sfu.ca/africanem/index.php/ajtcam/index"
"0973-3140","Society for Science and Nature","http://scienceandnature.org/index.php","publisher","http://scienceandnature.org/index.php"
"0974-7427","Trade Science, Inc","http://www.tsijournals.com/","publisher","http://www.tsijournals.com/articles/prediction-of-efficacy-of-oligopeptides-using-qsar-and-ann.html"
"0975-8283","Gopalax","http://www.ijcns.com/","publisher","http://www.ijcns.com/"
"1600-0609","International Journal of Pediatrics","http://ijp.mums.ac.ir/","ind_journal","http://www.icmje.org/journals-following-the-icmje-recommendations/"
"1674-4527","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1694-0814","International Journal of Computer Science and Information Security","https://sites.google.com/site/ijcsis/","ind_journal","https://sites.google.com/site/ijcsis/google-scholar"
"1754-4505","International Journal of Pediatrics","http://ijp.mums.ac.ir/","ind_journal","http://www.icmje.org/journals-following-the-icmje-recommendations/"
"1793-821X","Journal of Clean Energy Technologies","http://www.jocet.org/","ind_journal","http://www.jocet.org/"
"1874-0820","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-1266","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1929-6002","Lifescience Global","http://www.lifescienceglobal.com/","publisher","http://www.lifescienceglobal.com/journals/journal-of-technology-innovations-in-renewable-energy"
"1935-0090","Natural Sciences Publishing Corporation","http://www.naturalspublishing.com/index.asp","publisher","http://www.naturalspublishing.com/show.asp?JorID=1&pgid=0"
"1948-5085","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"2029-6932","Scientia Socialis","http://www.scientiasocialis.lt/?q=node/5","publisher","http://www.scientiasocialis.lt/pmc/"
"2042-4876","Maxwell Scientific Organization","http://maxwellsci.com/jlist.php","publisher","http://maxwellsci.com/jp/j2p?jid=AJFST"
"2052-5958","Herbert Open Access Journals","http://www.hoajonline.com/","publisher","http://www.hoajonline.com/infectdis/2052-5958/2/3"
"2069-5837","Biointerface Research in Applied Chemistry","http://biointerfaceresearch.com/","ind_journal","http://biointerfaceresearch.com/"
"2155-9929","OMICS International","http://www.omicsonline.org/","publisher","https://www.omicsonline.org/molecular-biomarkers-diagnosis.php"
"2156-5570","The Science and Information Organization","http://thesai.org/","publisher","http://thesai.org/Publications"
"2163-1387","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=109"
"2163-1948","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=113"
"2163-2340","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=101"
"2164-0408","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=9"
"2168-5029","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=113"
"2223-3652","AME Publishing Company","http://www.amepc.org/","publisher","http://www.amepc.org/"
"2229-5887","Serials Publications","http://www.serialsjournals.com/","publisher","http://www.serialsjournals.com/journal.php?cat_id=3"
"2230-7885","Journal of Pharmaceutical and Biomedical Sciences","http://www.jpbms.info/","ind_journal","http://lawarencepress.com/ojs/index.php/JPBMS"
"2306-9007","International Review of Management and Business Research","http://www.irmbrjournal.com/index.php","ind_journal","http://www.irmbrjournal.com/indexing.php"
"2315-6899","Basic Research Journals","http://basicresearchjournals.org/index.html","publisher","http://basicresearchjournals.org/business/bmh.html"
"2320-5407","International Journal of Advanced Research","http://www.journalijar.com/index.php","ind_journal","http://www.journalijar.com/"
"2328-4056","Science and Education","http://www.sciepub.com/portal/Home","publisher","http://www.sciepub.com/portal/journalbysubject"
"2331-0634","Lawarence Press","http://lawarencepress.com","publisher","http://lawarencepress.com/member/dr-basanta-kumar/"
"2347-565X","ScienceDomain International","http://www.sciencedomain.org/","publisher","http://www.sciencedomain.org/abstract/19248"
"0020-7071","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0094-4289","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0974-7435","Trade Science, Inc","http://www.tsijournals.com/","publisher","http://www.tsijournals.com/articles/salicylic-acid-mediated-salt-tolerance-at-different-growth-stages-of-oryza-sativa-l-and-its-effect-on-salicylic-acid-biosynthetic-.html"
"0974-7478","Trade Science, Inc","http://www.tsijournals.com/","publisher","http://www.tsijournals.com/journals/macromolecules-an-indian-journal.html"
"0975-9344","International Journal of Drug Development and Research","http://www.ijddr.in/","ind_journal","http://www.ijddr.in/author-guidelines.php"
"0976-3031","International Journal of Recent Scientific Research","http://www.recentscientific.com/","ind_journal","http://www.recentscientific.com/"
"1000-9604","AME Publishing Company","http://www.amepc.org/","publisher","http://www.amepc.org/"
"1063-293X","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1097-0339","International Journal of Pediatrics","http://ijp.mums.ac.ir/","ind_journal","http://www.icmje.org/journals-following-the-icmje-recommendations/"
"1312-8868","Hikari Ltd.","http://www.m-hikari.com/","publisher","http://www.m-hikari.com/ija/index.html"
"1312-8876","Hikari Ltd.","http://www.m-hikari.com/","publisher","http://www.m-hikari.com/ijma/index.html"
"1343-4500","INFORMATION-An International Interdisciplinary Journal","http://www.information-iii.org/information_journal.html","ind_journal","http://www.information-iii.org/information_journal.html"
"1470-8744","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1520-6033","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1528-8269","Internet Scientific Publications","http://www.ispub.com/","publisher","http://ispub.com/IJOVS"
"1537-5315","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1538-3873","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1538-7836","International Journal of Pediatrics","http://ijp.mums.ac.ir/","ind_journal","http://www.icmje.org/journals-following-the-icmje-recommendations/"
"1545-1003","Marsland Press","http://www.sciencepub.net/","publisher","http://www.sciencepub.net/list.htm"
"1545-5017","International Journal of Pediatrics","http://ijp.mums.ac.ir/","ind_journal","http://www.icmje.org/journals-following-the-icmje-recommendations/"
"1567-2700","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1646-3692","International Journal of Computer Science and Information Security","https://sites.google.com/site/ijcsis/","ind_journal","https://sites.google.com/site/ijcsis/google-scholar"
"1743-3517","WIT Press","http://www.witpress.com/","publisher","https://www.witpress.com/elibrary/wit-transactions-on-information-and-communication-technologies"
"1746-7233","World Academic Union","http://www.worldacademicunion.com/default.html","publisher","http://www.worldacademicunion.com/journal.html"
"1793-8201","International Journal of Computer Engineering in Research Trends","http://ijcert.org/","ind_journal","http://ijcert.org/Current_Issues.php?year=2016&&type=0"
"1793-8236","International Journal of Engineering and Technology","http://www.ijetch.org/","ind_journal","http://www.ijetch.org/"
"1814-2427","Business Perspectives","http://businessperspectives.org/","publisher","https://businessperspectives.org/journals/innovative-marketing?category_id=30"
"1819-544X","AENSI","http://www.aensiweb.com/index.html","publisher","http://www.aensiweb.com/JASR/"
"1874-0707","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/FULLTEXT/TOBIOTJ-11-16"
"1874-2793","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-3064","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/ABSTRACT/TORMJ-11-10"
"1874-3404","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1923-2926","Growing Science Publishing Company","http://growingscience.com/index.html","publisher","http://growingscience.com/beta/ijiec/18-a-multilevel-evolutionary-algorithm-for-optimizing-numerical-functions.html"
"1929-2279","Lifescience Global","http://www.lifescienceglobal.com/","publisher","http://www.lifescienceglobal.com/journals/journal-of-cancer-research-updates"
"1929-4409","Lifescience Global","http://www.lifescienceglobal.com/","publisher","http://www.lifescienceglobal.com/independent-journals/international-journal-of-criminology-and-sociology"
"1947-5500","International Journal of Computer Networks and Applications","http://www.ijcna.org/","ind_journal","http://www.ijcna.org/abstract.php?id=82"
"2010-3638","International Academy Publishing","http://www.iap.org/","publisher","http://www.iap.org/index.php?m=content&c=index&a=lists&catid=12"
"2010-4618","International Proceedings of Chemical, Biological and Environmental Engineering","http://www.ipcbee.com/","ind_journal","http://www.ipcbee.com/"
"2029-8587","Scientia Socialis","http://www.scientiasocialis.lt/?q=node/5","publisher","http://www.scientiasocialis.lt/ppc/"
"2078-6891","AME Publishing Company","http://www.amepc.org/","publisher","http://www.amepc.org/"
"2092-8637","Convergence Information Society","http://www.globalcis.org/eng/","publisher","http://www.globalcis.org/eng/publications.html"
"2141-7482","e3Journals","http://www.e3journals.org/index.php","publisher","http://www.e3journals.org/abstracts.php?artID=525&jid=1"
"2146-4553","Econjournals","http://www.econjournals.com/index.php/index","publisher","http://www.econjournals.com/index.php/index"
"2160-6951","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=3"
"2163-1077","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=112"
"2163-2421","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=105"
"2163-2669","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=115"
"2163-2839","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=103"
"2167-7042","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=103"
"2167-7263","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=112"
"2167-9053","Journal of Arts and Humanities","http://theartsjournal.org/index.php/site","ind_journal","https://theartsjournal.org/index.php/site"
"2168-4812","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=102"
"2169-0499","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=1"
"2227-2720","International Journals of Engineering & Sciences","http://www.ijens.org/","publisher","http://www.ijens.org/"
"2227-684X","AME Publishing Company","http://www.amepc.org/","publisher","http://www.amepc.org/"
"2230-9926","International Journal of Development Research","http://www.journalijdr.com/","ind_journal","http://www.journalijdr.com/"
"2250-1991","Paripex Indian Journal of Research","http://worldwidejournals.com/paripex/","ind_journal","https://www.worldwidejournals.com/paripex/plagiarismpolicy.php"
"2250-3005","International Journal of Computational Engineering Research","http://www.ijceronline.com/","ind_journal","http://www.ijceronline.com/"
"2276-7487","Science Journal Publication","http://www.sjpub.org/","publisher","http://www.sjpub.org/journals.html"
"2277-7873","International Journal for Pharmaceutical Research Scholars","http://www.ijprs.com/","ind_journal","http://www.ijprs.com/"
"2291-4471","Science and Education Centre of North America","http://www.todayscience.org/","publisher","http://www.todayscience.org/"
"2308-7978","Synergy Publishers","http://www.synergypublishers.com/","publisher","http://www.synergypublishers.com/journal-of-rhinolaryngo-otologies/"
"2310-9394","Synchro Publisher","http://www.synchropublisher.com/","publisher","http://www.synchropublisher.com/journals/medical/international-journal-of-anesthesiology-research"
"2314-5714","AgiAl Publishing House","http://www.agialpress.com/","publisher","http://www.agialpress.com/journals/"
"2315-5086","Global Advanced Research Journals","http://garj.org/","publisher","http://garj.org/garjmbs/12/2016/5/10/republicanism-in-igboland-a-critique-of-igbo-enwe-eze"
"2319-1821","International Refereed Journal of Engineering and Science","http://www.irjes.com/","ind_journal","http://www.irjes.com/"
"2326-3121","Research Publisher","http://researchpub.org/index.html","publisher","http://researchpub.org/index.html"
"2327-3321","Academe Research Journals","http://www.academeresearchjournals.org/","publisher","http://www.academeresearchjournals.org/journal/ijasr/home"
"2327-6681","Science and Education","http://www.sciepub.com/portal/Home","publisher","http://www.sciepub.com/portal/journalbysubject"
"2327-669X","Science and Education","http://www.sciepub.com/portal/Home","publisher","http://www.sciepub.com/portal/journalbysubject"
"2347-7474","International Journal Advances in Social Science and Humanities ","http://www.ijassh.com/index.php","ind_journal","http://www.ijassh.com/index.php"
"2360-9516","Pinnacle Journal Publication","http://pjpub.org/","publisher","http://pjpub.org/"
"2378-6337","Aperito Online Publishing","http://aperito.org/index.php","publisher","http://aperito.org/journal/journal_desc/10"
"0003-6900","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0967-4845","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0973-1377","CESER Publications","http://www.ceser.in/","publisher","http://www.ceser.in/ceserp/index.php?journal=ijts&page=about&op=index"
"0973-6921","Journal of Environmental Research and Development","http://www.jerad.org/","ind_journal","http://www.jerad.org/"
"0975-9107","BioInfo Publications","http://www.bioinfopublication.org/","publisher","https://www.bioinfopublication.org/journal.php?opt=index&jouid=BPJ0000217"
"0976-6502","International Association for Engineering and Management Education","http://www.iaeme.com/about.asp","publisher","http://www.iaeme.com/internationaljournals.asp"
"1312-7586","Hikari Ltd.","http://www.m-hikari.com/","publisher","http://www.m-hikari.com/ijcms.html"
"1314-7676","Hikari Ltd.","http://www.m-hikari.com/","publisher","http://www.m-hikari.com/cems/index.html"
"1314-8591","International Scientific Publications","http://www.scientific-publications.net/","publisher","https://www.scientific-publications.net/en/open-access-journals/agriculture-and-food/"
"1365-2133","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
